datetime,month,day,hour,dayofweek,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,registered
2012-01-04 01:00:00,1,4,1,2,2,0,0,2,14.76,17.425,76,11.0014,49
2012-02-05 03:00:00,2,5,3,6,2,0,1,1,22.96,26.515,83,6.0032,6
2011-09-01 16:00:00,9,1,16,3,1,0,0,1,8.2,8.335,34,30.0026,79
2012-05-19 11:00:00,5,19,11,5,2,0,0,1,25.42,31.06,38,6.0032,351
2012-11-14 15:00:00,11,14,15,2,4,0,1,1,14.76,16.665,43,19.0012,228
2011-06-07 23:00:00,6,7,23,1,3,0,1,1,27.88,31.82,83,15.0013,78
2011-04-09 02:00:00,4,9,2,5,3,0,0,1,27.06,30.305,83,12.998,43
2011-03-18 13:00:00,3,18,13,4,1,0,1,1,26.24,31.06,41,19.0012,118
2012-05-02 14:00:00,5,2,14,2,1,0,0,1,12.3,15.15,61,11.0014,203
2011-12-05 15:00:00,12,5,15,0,2,0,1,2,26.24,31.06,53,16.9979,163
2012-01-18 12:00:00,1,18,12,2,1,0,1,1,12.3,12.88,39,32.9975,155
2012-11-15 09:00:00,11,15,9,3,4,0,1,2,13.12,15.91,61,12.998,306
2011-04-17 09:00:00,4,17,9,6,2,0,0,1,16.4,20.455,43,19.0012,71
2011-12-11 00:00:00,12,11,0,6,4,0,0,1,9.84,12.12,60,8.9981,52
2011-11-02 16:00:00,11,2,16,2,1,0,1,1,12.3,14.395,28,12.998,111
2012-12-07 23:00:00,12,7,23,4,3,0,1,2,28.7,32.575,51,15.0013,178
2011-10-14 07:00:00,10,14,7,4,4,0,1,3,22.96,26.515,88,12.998,137
2012-02-18 17:00:00,2,18,17,5,1,0,0,1,19.68,23.485,36,19.0012,222
2012-03-04 18:00:00,3,4,18,6,2,0,1,1,24.6,30.305,26,11.0014,661
2011-10-05 20:00:00,10,5,20,2,2,0,1,1,22.14,25.76,60,8.9981,241
2011-07-07 00:00:00,7,7,0,3,3,0,1,1,27.06,29.545,89,8.9981,29
2011-11-10 00:00:00,11,10,0,3,4,0,1,2,22.14,25.76,88,0.0,16
2011-10-12 00:00:00,10,12,0,2,4,0,0,2,10.66,13.635,81,7.0015,66
2011-06-16 05:00:00,6,16,5,3,2,0,1,1,24.6,30.305,64,12.998,18
2012-12-14 01:00:00,12,14,1,4,4,0,1,1,9.02,12.88,69,6.0032,26
2012-07-14 09:00:00,7,14,9,5,3,0,0,1,27.06,31.06,74,12.998,200
2011-06-06 14:00:00,6,6,14,0,2,0,1,1,31.98,34.09,31,8.9981,99
2011-09-05 10:00:00,9,5,10,0,2,0,1,1,22.96,26.515,52,12.998,95
2012-04-11 15:00:00,4,11,15,2,4,0,0,1,16.4,20.455,40,15.0013,300
2011-05-10 06:00:00,5,10,6,1,4,0,1,1,18.04,21.97,82,7.0015,112
2011-10-11 20:00:00,10,11,20,1,4,0,1,2,14.76,16.665,62,19.0012,160
2011-02-04 16:00:00,2,4,16,4,2,0,0,1,15.58,19.695,62,22.0028,85
2012-07-09 14:00:00,7,9,14,0,3,0,1,1,32.8,38.635,59,16.9979,187
2011-07-06 12:00:00,7,6,12,2,2,0,1,2,32.8,36.365,46,19.0012,141
2012-04-18 13:00:00,4,18,13,2,2,0,1,3,18.86,22.725,59,0.0,51
2012-05-06 06:00:00,5,6,6,6,2,0,1,1,19.68,23.485,82,16.9979,177
2012-11-01 16:00:00,11,1,16,3,1,0,1,2,13.94,15.91,87,16.9979,112
2012-09-06 22:00:00,9,6,22,3,2,0,0,1,28.7,32.575,58,11.0014,151
2011-12-02 14:00:00,12,2,14,4,1,0,0,1,13.94,15.91,31,19.0012,90
2012-02-14 16:00:00,2,14,16,1,1,0,1,1,17.22,21.21,35,19.9995,251
2011-04-06 09:00:00,4,6,9,2,2,0,0,1,25.42,31.06,43,8.9981,169
2012-08-09 16:00:00,8,9,16,3,3,0,0,3,22.96,26.515,88,12.998,95
2012-12-02 23:00:00,12,2,23,6,1,0,0,1,5.74,6.82,43,15.0013,23
2011-01-14 21:00:00,1,14,21,4,1,0,1,1,6.56,11.365,69,0.0,48
2011-04-06 01:00:00,4,6,1,2,2,0,0,1,22.14,25.76,64,7.0015,80
2011-10-05 18:00:00,10,5,18,2,2,0,1,1,26.24,31.06,29,8.9981,480
2012-06-11 06:00:00,6,11,6,0,4,0,1,1,9.02,11.365,69,8.9981,143
2012-05-04 18:00:00,5,4,18,4,2,0,1,1,20.5,24.24,31,7.0015,618
2011-10-12 17:00:00,10,12,17,2,4,0,0,1,11.48,12.88,36,22.0028,151
2011-08-10 20:00:00,8,10,20,2,4,0,0,1,21.32,25.0,77,7.0015,124
2011-12-18 19:00:00,12,18,19,6,4,0,0,1,10.66,13.635,52,8.9981,130
2012-02-17 04:00:00,2,17,4,4,1,0,1,2,11.48,13.635,93,12.998,1
2012-12-01 18:00:00,12,1,18,5,1,0,1,1,18.04,21.97,67,12.998,399
2011-03-10 22:00:00,3,10,22,3,4,0,1,2,16.4,20.455,82,0.0,79
2012-04-08 10:00:00,4,8,10,6,3,0,0,1,33.62,38.635,57,12.998,288
2011-12-07 06:00:00,12,7,6,2,3,0,1,1,30.34,34.09,58,15.0013,102
2011-11-16 19:00:00,11,16,19,2,4,0,1,3,18.86,22.725,88,26.0027,108
2011-07-02 17:00:00,7,2,17,5,1,0,1,2,13.12,15.91,70,11.0014,207
2011-04-19 19:00:00,4,19,19,1,2,0,1,2,20.5,24.24,72,12.998,248
2012-12-14 14:00:00,12,14,14,4,4,0,1,1,16.4,20.455,43,12.998,251
2012-03-10 17:00:00,3,10,17,5,4,0,1,1,28.7,32.575,65,0.0,833
2012-11-18 05:00:00,11,18,5,6,4,0,0,1,11.48,14.395,81,8.9981,7
2011-08-17 17:00:00,8,17,17,2,3,0,1,1,32.8,37.12,49,15.0013,506
2012-09-14 20:00:00,9,14,20,4,3,0,1,1,27.06,31.06,61,7.0015,337
2012-06-04 11:00:00,6,4,11,0,2,0,1,1,16.4,20.455,37,19.9995,179
2012-09-02 16:00:00,9,2,16,6,1,0,1,1,13.94,16.665,36,0.0,223
2011-10-07 21:00:00,10,7,21,4,3,0,0,1,30.34,34.09,62,16.9979,162
2011-12-14 05:00:00,12,14,5,2,4,0,1,2,10.66,15.15,81,0.0,26
2011-08-11 03:00:00,8,11,3,3,4,0,1,1,13.12,17.425,87,0.0,3
2012-04-10 10:00:00,4,10,10,1,4,0,1,2,27.06,30.305,83,8.9981,150
2011-10-10 15:00:00,10,10,15,0,4,1,0,2,29.52,32.575,42,7.0015,254
2012-11-18 07:00:00,11,18,7,6,4,0,0,1,11.48,13.635,81,12.998,39
2011-10-08 10:00:00,10,8,10,5,3,0,1,1,32.8,36.365,43,15.0013,72
2011-05-09 21:00:00,5,9,21,0,3,1,0,2,27.06,29.545,94,19.9995,40
2011-03-19 23:00:00,3,19,23,5,1,0,0,1,15.58,19.695,40,19.9995,37
2011-01-18 20:00:00,1,18,20,1,1,0,1,2,9.02,13.635,87,0.0,83
2011-07-05 16:00:00,7,5,16,1,2,0,0,1,24.6,31.06,38,12.998,223
2011-01-16 08:00:00,1,16,8,6,1,0,0,1,9.02,10.605,55,19.0012,18
2011-01-07 18:00:00,1,7,18,4,3,0,1,1,32.8,34.09,24,16.9979,324
2011-10-16 12:00:00,10,16,12,6,4,0,0,1,23.78,27.275,35,16.9979,277
2011-10-06 12:00:00,10,6,12,3,2,0,1,1,34.44,37.88,44,8.9981,167
2011-01-14 02:00:00,1,14,2,4,1,0,1,1,4.1,6.06,54,8.9981,1
2012-02-08 16:00:00,2,8,16,2,3,0,1,1,33.62,37.88,46,12.998,335
2011-12-01 13:00:00,12,1,13,3,1,0,1,1,9.02,9.85,44,23.9994,49
2012-10-10 03:00:00,10,10,3,2,4,0,1,2,18.86,22.725,88,0.0,6
2012-09-04 21:00:00,9,4,21,1,2,0,1,3,19.68,23.485,41,27.9993,151
2011-08-11 06:00:00,8,11,6,3,4,0,1,1,12.3,16.665,87,0.0,96
2012-04-04 04:00:00,4,4,4,2,2,0,1,1,17.22,21.21,67,6.0032,1
2011-03-14 08:00:00,3,14,8,0,1,0,1,2,12.3,15.15,56,8.9981,217
2011-03-18 03:00:00,3,18,3,4,1,0,1,1,14.76,17.425,71,12.998,4
2011-08-02 00:00:00,8,2,0,1,1,0,1,2,11.48,15.91,87,0.0,6
2012-09-11 21:00:00,9,11,21,1,4,0,1,1,13.94,18.18,76,0.0,176
2011-12-13 05:00:00,12,13,5,1,4,0,1,1,7.38,12.12,86,0.0,20
2012-02-07 15:00:00,2,7,15,1,3,0,1,1,34.44,37.12,36,12.998,175
2011-08-13 08:00:00,8,13,8,5,3,0,0,2,28.7,32.575,65,11.0014,90
2012-10-17 10:00:00,10,17,10,2,4,0,1,2,18.86,22.725,67,0.0,168
2011-02-14 13:00:00,2,14,13,0,1,0,1,1,23.78,27.275,19,26.0027,93
2012-09-11 02:00:00,9,11,2,1,4,0,1,1,13.12,15.15,53,16.9979,11
2012-11-08 11:00:00,11,8,11,3,3,0,0,1,30.34,34.85,66,11.0014,296
2012-05-17 20:00:00,5,17,20,3,2,0,1,1,24.6,31.06,40,12.998,363
2011-12-13 07:00:00,12,13,7,1,4,0,1,1,6.56,8.335,80,11.0014,221
2011-04-05 17:00:00,4,5,17,1,2,0,1,1,16.4,20.455,71,16.9979,388
2011-11-14 20:00:00,11,14,20,0,4,0,1,1,24.6,31.06,53,23.9994,210
2012-12-16 20:00:00,12,16,20,6,4,0,0,2,15.58,19.695,82,0.0,108
2011-05-01 11:00:00,5,1,11,6,1,0,1,1,10.66,11.365,33,22.0028,34
2011-06-05 20:00:00,6,5,20,6,2,0,1,1,21.32,25.0,48,7.0015,161
2012-10-12 01:00:00,10,12,1,4,4,0,1,2,14.76,18.94,100,0.0,4
2012-01-18 19:00:00,1,18,19,2,1,0,1,1,9.02,9.85,37,26.0027,251
2011-02-13 15:00:00,2,13,15,6,1,0,0,2,16.4,20.455,30,19.9995,122
2012-05-13 06:00:00,5,13,6,6,2,0,0,1,21.32,25.0,68,11.0014,15
2011-01-06 11:00:00,1,6,11,3,2,0,1,2,33.62,40.15,59,15.0013,86
2011-11-19 16:00:00,11,19,16,5,4,0,0,1,17.22,21.21,38,19.9995,188
2012-12-10 22:00:00,12,10,22,0,4,0,1,1,16.4,20.455,47,19.9995,143
2012-05-11 09:00:00,5,11,9,4,4,0,1,2,12.3,14.395,52,19.0012,239
2012-09-03 06:00:00,9,3,6,0,1,0,1,2,16.4,20.455,50,23.9994,83
2011-02-17 06:00:00,2,17,6,3,1,0,1,1,12.3,15.15,70,8.9981,44
2012-02-19 03:00:00,2,19,3,6,1,0,0,2,12.3,14.395,36,15.0013,12
2012-09-08 23:00:00,9,8,23,5,3,0,1,1,27.06,31.06,74,0.0,137
2011-09-15 23:00:00,9,15,23,3,3,0,1,1,18.04,21.97,67,15.0013,61
2011-10-14 11:00:00,10,14,11,4,4,0,1,3,21.32,25.0,88,11.0014,76
2011-11-09 11:00:00,11,9,11,2,3,0,0,1,28.7,32.575,65,0.0,258
2011-08-16 01:00:00,8,16,1,1,3,0,1,1,26.24,30.305,69,11.0014,12
2011-04-01 21:00:00,4,1,21,4,1,0,1,1,9.02,13.635,64,0.0,48
2012-11-08 13:00:00,11,8,13,3,3,0,0,1,32.8,37.12,49,23.9994,341
2011-10-17 15:00:00,10,17,15,0,4,0,1,1,22.96,26.515,60,16.9979,142
2011-05-09 12:00:00,5,9,12,0,3,1,0,2,29.52,34.09,70,12.998,212
2012-11-15 01:00:00,11,15,1,3,4,0,1,2,10.66,13.635,65,7.0015,14
2011-08-02 03:00:00,8,2,3,1,1,0,1,3,11.48,13.635,93,11.0014,1
2011-02-09 23:00:00,2,9,23,2,3,0,1,2,26.24,30.305,73,11.0014,68
2012-08-03 14:00:00,8,3,14,4,1,0,1,2,25.42,31.06,43,43.0006,155
2011-08-13 19:00:00,8,13,19,5,3,0,0,2,27.88,31.82,79,19.0012,170
2012-02-04 00:00:00,2,4,0,5,2,0,1,3,18.04,21.97,82,7.0015,11
2011-08-18 15:00:00,8,18,15,3,3,0,1,1,32.8,36.365,46,23.9994,118
2012-08-07 04:00:00,8,7,4,1,3,0,0,1,31.98,37.88,66,7.0015,11
2012-10-05 17:00:00,10,5,17,4,2,0,1,1,24.6,31.06,31,26.0027,648
2012-04-01 15:00:00,4,1,15,6,1,0,1,2,7.38,7.575,37,22.0028,81
2011-08-10 23:00:00,8,10,23,2,4,0,0,1,19.68,23.485,88,0.0,90
2012-04-09 06:00:00,4,9,6,0,3,0,1,2,27.88,31.82,89,7.0015,165
2011-07-19 14:00:00,7,19,14,1,3,0,1,1,35.26,40.91,50,12.998,111
2011-03-06 17:00:00,3,6,17,6,2,0,1,1,29.52,31.82,25,19.0012,485
2012-02-11 09:00:00,2,11,9,5,4,0,1,1,13.94,17.425,53,7.0015,355
2012-08-16 17:00:00,8,16,17,3,3,0,1,1,33.62,36.365,34,12.998,767
2011-11-01 09:00:00,11,1,9,1,1,0,1,2,7.38,9.85,51,11.0014,127
2012-06-15 19:00:00,6,15,19,4,2,0,1,1,28.7,31.82,42,11.0014,369
2012-09-19 12:00:00,9,19,12,2,3,0,1,1,24.6,31.06,43,16.9979,260
2012-01-19 13:00:00,1,19,13,3,1,0,1,1,9.02,10.605,47,19.0012,118
2011-12-19 09:00:00,12,19,9,0,4,0,1,1,9.02,10.605,69,15.0013,166
2011-04-01 19:00:00,4,1,19,4,1,0,1,1,9.84,12.88,48,7.0015,110
2011-11-11 11:00:00,11,11,11,4,4,1,0,1,13.94,14.395,42,32.9975,150
2012-12-01 21:00:00,12,1,21,5,1,0,1,1,18.04,21.97,67,8.9981,162
2011-08-18 11:00:00,8,18,11,3,3,0,1,1,31.16,35.605,58,16.9979,97
2011-08-16 11:00:00,8,16,11,1,3,0,1,1,30.34,33.335,51,15.0013,110
2011-06-12 20:00:00,6,12,20,6,4,0,1,3,18.86,22.725,100,19.9995,107
2011-12-15 16:00:00,12,15,16,3,4,0,1,3,18.86,22.725,72,11.0014,124
2011-08-15 07:00:00,8,15,7,0,3,0,1,1,24.6,27.275,88,16.9979,248
2012-12-15 09:00:00,12,15,9,5,4,0,0,1,10.66,13.635,75,7.0015,203
2012-02-14 10:00:00,2,14,10,1,1,0,1,2,10.66,13.635,60,8.9981,90
2012-06-17 07:00:00,6,17,7,6,2,0,0,1,21.32,25.0,72,6.0032,30
2012-09-13 02:00:00,9,13,2,3,3,0,1,1,22.14,25.76,77,0.0,9
2011-11-07 02:00:00,11,7,2,0,3,0,1,1,28.7,32.575,61,15.0013,4
2011-07-12 10:00:00,7,12,10,1,4,0,1,3,18.04,21.97,100,6.0032,32
2011-02-12 09:00:00,2,12,9,5,4,0,1,1,11.48,15.91,81,0.0,234
2012-06-10 15:00:00,6,10,15,6,4,0,0,1,24.6,31.06,46,27.9993,341
2011-04-16 22:00:00,4,16,22,5,2,0,0,3,17.22,21.21,100,0.0,22
2011-06-07 17:00:00,6,7,17,1,3,0,1,1,31.98,37.12,59,15.0013,517
2012-03-12 08:00:00,3,12,8,0,4,0,1,1,14.76,18.94,93,0.0,712
2011-06-13 14:00:00,6,13,14,0,2,0,1,1,28.7,31.82,34,16.9979,145
2012-11-16 23:00:00,11,16,23,4,4,0,1,1,13.12,15.15,53,15.0013,114
2012-05-01 09:00:00,5,1,9,1,1,0,1,2,9.02,13.635,69,0.0,220
2011-04-01 15:00:00,4,1,15,4,1,0,1,1,11.48,13.635,52,16.9979,48
2012-05-17 12:00:00,5,17,12,3,2,0,1,1,24.6,31.06,43,12.998,276
2012-09-11 07:00:00,9,11,7,1,4,0,1,1,10.66,13.635,65,8.9981,332
2012-06-14 22:00:00,6,14,22,3,2,0,1,2,26.24,30.305,65,15.0013,196
2012-01-03 23:00:00,1,3,23,1,1,0,1,1,14.76,17.425,50,15.0013,76
2012-06-04 05:00:00,6,4,5,0,2,0,1,1,13.12,15.15,53,22.0028,23
2012-06-10 06:00:00,6,10,6,6,4,0,0,1,22.14,25.76,88,16.9979,28
2012-04-05 01:00:00,4,5,1,3,2,0,1,1,24.6,28.79,78,7.0015,33
2012-01-03 11:00:00,1,3,11,1,1,0,1,1,22.96,26.515,43,12.998,149
2011-09-17 16:00:00,9,17,16,5,3,0,0,1,22.14,25.76,68,16.9979,189
2012-05-17 08:00:00,5,17,8,3,2,0,1,1,21.32,25.0,55,30.0026,605
2011-07-16 04:00:00,7,16,4,5,3,0,0,1,24.6,29.545,73,6.0032,7
2011-03-07 02:00:00,3,7,2,0,3,0,0,1,28.7,32.575,58,12.998,50
2011-09-08 01:00:00,9,8,1,3,3,0,1,1,29.52,34.09,66,0.0,9
2012-01-13 00:00:00,1,13,0,4,1,0,1,2,16.4,20.455,71,19.0012,38
2012-04-10 21:00:00,4,10,21,1,4,0,1,1,25.42,30.305,69,0.0,288
2011-09-18 15:00:00,9,18,15,6,3,0,0,2,23.78,27.275,60,8.9981,233
2012-10-12 07:00:00,10,12,7,4,4,0,1,2,15.58,19.695,94,16.9979,291
2011-03-07 08:00:00,3,7,8,0,3,0,0,1,27.88,31.82,79,15.0013,53
2012-06-04 08:00:00,6,4,8,0,2,0,1,1,12.3,13.635,49,22.0028,489
2012-11-18 08:00:00,11,18,8,6,4,0,0,1,12.3,14.395,75,16.9979,100
2012-08-02 00:00:00,8,2,0,3,1,0,1,1,12.3,14.395,56,15.0013,21
2011-04-10 01:00:00,4,10,1,6,4,0,1,2,16.4,20.455,87,7.0015,8
2012-06-12 20:00:00,6,12,20,1,4,0,1,2,9.84,12.88,60,7.0015,222
2012-06-18 02:00:00,6,18,2,0,2,0,1,1,22.14,25.76,77,15.0013,6
2011-05-05 00:00:00,5,5,0,3,2,0,1,1,14.76,17.425,66,12.998,23
2012-09-06 20:00:00,9,6,20,3,2,0,0,1,31.16,33.335,35,15.0013,238
2011-11-08 04:00:00,11,8,4,1,3,0,1,1,26.24,31.06,57,11.0014,4
2012-12-15 20:00:00,12,15,20,5,4,0,0,2,14.76,17.425,57,12.998,178
2012-02-06 05:00:00,2,6,5,0,2,0,0,1,20.5,24.24,72,12.998,11
2012-09-09 13:00:00,9,9,13,6,3,0,0,1,27.88,31.82,39,0.0,491
2012-07-19 12:00:00,7,19,12,3,3,0,1,1,34.44,39.395,49,19.0012,215
2012-04-10 14:00:00,4,10,14,1,4,0,1,1,28.7,32.575,61,16.9979,211
2012-07-04 11:00:00,7,4,11,2,2,0,0,1,18.04,21.97,24,19.9995,244
2011-12-16 22:00:00,12,16,22,4,4,0,1,2,12.3,15.15,49,11.0014,100
2012-07-08 20:00:00,7,8,20,6,3,0,1,2,30.34,34.85,70,8.9981,374
2012-08-11 09:00:00,8,11,9,5,4,0,1,1,13.12,14.395,31,23.9994,253
2012-03-11 00:00:00,3,11,0,6,4,0,0,1,13.94,16.665,53,11.0014,99
2012-08-05 18:00:00,8,5,18,6,2,0,1,2,26.24,30.305,69,19.0012,641
2012-08-12 11:00:00,8,12,11,6,4,0,0,2,16.4,20.455,87,7.0015,341
2011-06-13 23:00:00,6,13,23,0,2,0,1,1,25.42,31.06,46,12.998,75
2011-10-04 18:00:00,10,4,18,1,2,0,0,1,20.5,24.24,77,12.998,137
2011-06-03 08:00:00,6,3,8,4,1,0,0,2,16.4,20.455,100,19.9995,8
2012-08-16 04:00:00,8,16,4,3,3,0,1,1,25.42,29.545,73,15.0013,3
2011-04-09 16:00:00,4,9,16,5,3,0,0,1,32.8,38.635,59,15.0013,141
2011-06-10 15:00:00,6,10,15,4,4,0,1,1,23.78,27.275,46,8.9981,157
2011-06-12 18:00:00,6,12,18,6,4,0,1,2,18.86,22.725,100,19.0012,287
2012-04-12 15:00:00,4,12,15,3,4,0,1,2,24.6,31.06,49,16.9979,244
2011-06-04 22:00:00,6,4,22,5,2,0,1,1,18.86,22.725,41,19.0012,71
2012-12-12 07:00:00,12,12,7,2,4,0,1,2,10.66,12.88,60,12.998,366
2012-12-11 20:00:00,12,11,20,1,4,1,0,2,21.32,25.0,77,19.0012,273
2011-04-17 16:00:00,4,17,16,6,2,0,0,1,22.14,25.76,30,23.9994,182
2011-12-02 07:00:00,12,2,7,4,1,0,0,1,4.92,7.575,80,7.0015,9
2011-03-04 21:00:00,3,4,21,4,2,0,0,2,17.22,21.21,44,15.0013,37
2011-01-06 01:00:00,1,6,1,3,2,0,1,1,28.7,33.335,84,16.9979,9
2011-10-09 03:00:00,10,9,3,6,3,0,0,1,23.78,27.275,100,8.9981,29
2011-06-17 04:00:00,6,17,4,4,2,0,1,1,22.14,25.76,94,8.9981,5
2011-02-19 11:00:00,2,19,11,5,1,0,0,1,18.04,21.97,16,39.0007,76
2011-04-14 13:00:00,4,14,13,3,2,0,1,1,22.96,26.515,37,15.0013,121
2012-05-14 00:00:00,5,14,0,0,2,0,1,2,24.6,31.06,56,16.9979,14
2012-02-19 05:00:00,2,19,5,6,1,0,0,2,10.66,11.365,48,19.9995,1
2012-07-03 18:00:00,7,3,18,1,1,0,1,1,22.96,26.515,40,31.0009,509
2012-08-14 12:00:00,8,14,12,1,3,0,1,1,31.98,35.605,49,8.9981,207
2012-05-05 06:00:00,5,5,6,5,2,0,0,2,22.14,25.76,94,0.0,33
2011-08-04 20:00:00,8,4,20,3,2,0,1,2,12.3,13.635,93,22.0028,51
2011-06-10 00:00:00,6,10,0,4,4,0,1,1,20.5,24.24,72,12.998,34
2011-04-17 00:00:00,4,17,0,6,2,0,0,2,18.04,21.97,77,19.0012,29
2012-01-01 12:00:00,1,1,12,6,1,0,0,1,16.4,20.455,62,19.0012,143
2012-08-13 19:00:00,8,13,19,0,3,0,1,1,30.34,34.09,58,11.0014,467
2012-08-16 12:00:00,8,16,12,3,3,0,1,1,32.8,34.85,33,7.0015,247
2011-07-09 13:00:00,7,9,13,5,3,0,1,3,24.6,27.275,88,0.0,9
2011-11-12 03:00:00,11,12,3,5,4,0,0,1,6.56,9.09,59,8.9981,17
2012-11-08 18:00:00,11,8,18,3,3,0,0,2,28.7,33.335,74,19.9995,193
2012-05-03 11:00:00,5,3,11,3,1,0,1,2,10.66,13.635,56,8.9981,86
2011-06-14 05:00:00,6,14,5,1,2,0,1,1,22.14,25.76,56,22.0028,23
2011-06-01 15:00:00,6,1,15,2,1,0,1,1,11.48,13.635,36,0.0,54
2012-07-14 17:00:00,7,14,17,5,3,0,0,3,28.7,33.335,79,11.0014,259
2011-02-18 05:00:00,2,18,5,4,1,0,1,2,18.86,22.725,67,7.0015,6
2011-09-08 12:00:00,9,8,12,3,3,0,1,1,33.62,39.395,56,12.998,125
2012-08-11 14:00:00,8,11,14,5,4,0,1,1,18.04,21.97,18,27.9993,149
2011-04-04 19:00:00,4,4,19,0,2,0,1,1,28.7,31.82,24,31.0009,227
2011-05-05 20:00:00,5,5,20,3,2,0,1,1,20.5,24.24,34,11.0014,225
2012-06-16 15:00:00,6,16,15,5,2,0,0,1,30.34,32.575,35,16.9979,288
2012-07-19 18:00:00,7,19,18,3,3,0,1,1,35.26,39.395,41,12.998,684
2012-11-16 16:00:00,11,16,16,4,4,0,1,1,17.22,21.21,35,19.0012,350
2012-04-10 13:00:00,4,10,13,1,4,0,1,2,29.52,33.335,58,22.0028,231
2011-04-07 04:00:00,4,7,4,3,3,1,0,2,27.06,30.305,78,6.0032,4
2011-05-17 03:00:00,5,17,3,1,2,0,1,3,22.14,25.76,94,16.9979,3
2011-05-05 11:00:00,5,5,11,3,2,0,1,1,21.32,25.0,36,30.0026,105
2012-01-10 14:00:00,1,10,14,1,4,0,1,2,24.6,31.06,43,7.0015,193
2012-03-05 07:00:00,3,5,7,0,2,0,1,3,18.04,21.97,94,7.0015,376
2012-08-10 14:00:00,8,10,14,4,4,1,0,2,17.22,21.21,58,7.0015,299
2011-05-13 23:00:00,5,13,23,4,2,0,1,3,20.5,24.24,88,11.0014,88
2012-06-05 06:00:00,6,5,6,1,2,0,0,3,21.32,25.0,83,15.0013,14
2011-09-12 12:00:00,9,12,12,0,4,0,1,1,14.76,16.665,57,19.9995,146
2011-05-18 03:00:00,5,18,3,2,2,0,1,3,21.32,25.0,94,19.9995,3
2011-05-08 17:00:00,5,8,17,6,3,0,1,1,31.98,35.605,49,19.9995,466
2011-12-12 05:00:00,12,12,5,0,4,0,1,1,6.56,11.365,80,0.0,21
2011-01-16 06:00:00,1,16,6,6,1,0,0,2,10.66,12.88,56,11.0014,1
2012-03-12 09:00:00,3,12,9,0,4,0,1,1,16.4,20.455,87,6.0032,289
2011-08-01 19:00:00,8,1,19,0,1,0,0,1,5.74,6.06,36,16.9979,26
2011-05-12 09:00:00,5,12,9,3,4,0,1,2,14.76,18.18,87,6.0032,178
2011-10-02 06:00:00,10,2,6,6,1,0,1,2,4.92,6.06,54,19.0012,26
2012-02-04 16:00:00,2,4,16,5,2,0,1,1,20.5,24.24,34,22.0028,291
2011-12-07 07:00:00,12,7,7,2,3,0,1,1,31.16,34.85,55,12.998,301
2012-05-06 22:00:00,5,6,22,6,2,0,1,1,22.96,26.515,52,7.0015,171
2011-01-06 04:00:00,1,6,4,3,2,0,1,2,27.88,31.82,89,15.0013,4
2012-07-13 21:00:00,7,13,21,4,3,0,1,1,29.52,33.335,54,0.0,223
2011-09-18 10:00:00,9,18,10,6,3,0,0,1,20.5,24.24,72,11.0014,178
2012-01-07 11:00:00,1,7,11,5,3,0,0,1,36.08,40.15,39,15.0013,256
2011-02-13 11:00:00,2,13,11,6,1,0,0,1,13.12,14.395,39,30.0026,86
2012-08-03 16:00:00,8,3,16,4,1,0,1,2,25.42,31.06,41,43.0006,305
2012-09-12 06:00:00,9,12,6,2,4,0,0,3,16.4,20.455,94,7.0015,6
2012-09-06 01:00:00,9,6,1,3,2,0,0,1,26.24,31.06,53,6.0032,89
2011-09-02 01:00:00,9,2,1,4,1,0,1,1,4.1,5.305,36,15.0013,7
2012-07-03 17:00:00,7,3,17,1,1,0,1,1,22.96,26.515,43,32.9975,554
2011-01-18 17:00:00,1,18,17,1,1,0,1,2,9.02,11.365,82,12.998,124
2012-12-02 04:00:00,12,2,4,6,1,0,0,2,4.1,2.275,46,47.9988,1
2011-02-19 13:00:00,2,19,13,5,1,0,0,1,18.04,21.97,16,40.9973,103
2011-11-05 19:00:00,11,5,19,5,2,0,1,1,22.96,26.515,52,8.9981,341
2012-04-01 12:00:00,4,1,12,6,1,0,1,2,4.1,5.305,46,12.998,75
2011-03-01 20:00:00,3,1,20,1,1,0,1,1,8.2,11.365,47,7.0015,49
2011-05-01 09:00:00,5,1,9,6,1,0,1,1,9.02,9.85,37,22.0028,109
2012-09-10 19:00:00,9,10,19,0,4,0,1,2,20.5,24.24,72,11.0014,483
2012-01-01 13:00:00,1,1,13,6,1,0,0,1,17.22,21.21,58,19.0012,141
2011-01-08 17:00:00,1,8,17,5,3,0,1,1,31.16,34.09,45,19.9995,445
2012-08-05 07:00:00,8,5,7,6,2,0,1,1,21.32,25.0,72,19.0012,442
2012-08-03 18:00:00,8,3,18,4,1,0,1,2,25.42,31.06,38,36.9974,545
2011-09-13 18:00:00,9,13,18,1,3,0,1,1,28.7,32.575,61,11.0014,472
2011-11-08 07:00:00,11,8,7,1,3,0,1,1,27.06,31.06,54,8.9981,292
2012-02-03 03:00:00,2,3,3,4,1,0,1,1,13.12,15.91,57,12.998,3
2012-05-19 06:00:00,5,19,6,5,2,0,0,1,18.04,21.97,72,6.0032,38
2011-05-04 11:00:00,5,4,11,2,2,0,1,3,13.12,14.395,81,30.0026,18
2011-03-18 22:00:00,3,18,22,4,1,0,1,1,25.42,31.06,50,11.0014,63
2012-05-08 14:00:00,5,8,14,1,3,0,0,1,36.9,42.425,42,31.0009,365
